"","subject","vocoded","timebins","aggbaseline","Condition"
"1254","Eye10","NS",1000,70.8982397866658,"NS"
"1255","Eye10","NS",1100,90.3867309367212,"NS"
"1256","Eye10","NS",1200,111.967831372544,"NS"
"1257","Eye10","NS",1300,132.983201072215,"NS"
"1258","Eye10","NS",1400,156.196008610233,"NS"
"1259","Eye10","NS",1500,172.07891178636,"NS"
"1260","Eye10","NS",1600,183.884372492185,"NS"
"1261","Eye10","NS",1700,191.808451574551,"NS"
"1262","Eye10","NS",1800,201.050721815981,"NS"
"1263","Eye10","NS",1900,207.394530383433,"NS"
"1264","Eye10","NS",2000,213.086930692264,"NS"
"1265","Eye10","NS",2100,219.423019951168,"NS"
"1266","Eye10","NS",2200,228.630908439897,"NS"
"1267","Eye10","NS",2300,238.810457592892,"NS"
"1268","Eye10","NS",2400,248.884416065169,"NS"
"1269","Eye10","NS",2500,253.899509747087,"NS"
"1270","Eye10","V6",-100,-7.1618092560577,"V6"
"1271","Eye10","V6",0,-18.7124504881291,"V6"
"1272","Eye10","V6",100,-19.2452227405292,"V6"
"1273","Eye10","V6",200,-12.7784865355426,"V6"
"1274","Eye10","V6",300,1.47250453261428,"V6"
"1275","Eye10","V6",400,14.6698230683811,"V6"
"1276","Eye10","V6",500,26.4093220470304,"V6"
"1277","Eye10","V6",600,46.2371922278889,"V6"
"1278","Eye10","V6",700,66.4281316957355,"V6"
"1279","Eye10","V6",800,85.1156222715338,"V6"
"1280","Eye10","V6",900,99.2741349604146,"V6"
"1281","Eye10","V6",1000,114.843771956009,"V6"
"1282","Eye10","V6",1100,131.438822907529,"V6"
"1283","Eye10","V6",1200,157.476160713818,"V6"
"1284","Eye10","V6",1300,192.26353507433,"V6"
"1285","Eye10","V6",1400,224.484193468338,"V6"
"1286","Eye10","V6",1500,256.977972983662,"V6"
"1287","Eye10","V6",1600,280.285365501865,"V6"
"1288","Eye10","V6",1700,296.070912668193,"V6"
"1289","Eye10","V6",1800,303.302779527113,"V6"
"1290","Eye10","V6",1900,306.367896843189,"V6"
"1291","Eye10","V6",2000,306.447603308607,"V6"
"1292","Eye10","V6",2100,310.916924298651,"V6"
"1293","Eye10","V6",2200,318.764898972392,"V6"
"1294","Eye10","V6",2300,328.004459958076,"V6"
"1295","Eye10","V6",2400,337.234396126092,"V6"
"1296","Eye10","V6",2500,344.70182686613,"V6"
"1297","Eye13","NS",-100,0.0778264358152815,"NS"
"1298","Eye13","NS",0,2.24169842439467,"NS"
"1299","Eye13","NS",100,3.28402269161213,"NS"
"1300","Eye13","NS",200,2.44355300599561,"NS"
"1301","Eye13","NS",300,-1.40928507225593,"NS"
"1302","Eye13","NS",400,-2.2140468576195,"NS"
"1303","Eye13","NS",500,5.69943792594829,"NS"
"1304","Eye13","NS",600,19.6957490662114,"NS"
"1305","Eye13","NS",700,33.8108599702901,"NS"
"1306","Eye13","NS",800,40.7058280427657,"NS"
"1307","Eye13","NS",900,39.3719615504247,"NS"
"1308","Eye13","NS",1000,36.0458351890038,"NS"
"1309","Eye13","NS",1100,28.7677601789123,"NS"
"1310","Eye13","NS",1200,19.2388464222934,"NS"
"1311","Eye13","NS",1300,11.9426200829794,"NS"
"1312","Eye13","NS",1400,10.270350516303,"NS"
"1313","Eye13","NS",1500,13.7734617608008,"NS"
"1314","Eye13","NS",1600,17.9485367908128,"NS"
"1315","Eye13","NS",1700,25.2484617608008,"NS"
"1316","Eye13","NS",1800,31.2884060718586,"NS"
"1317","Eye13","NS",1900,39.5357916927736,"NS"
"1318","Eye13","NS",2000,45.9898766600939,"NS"
"1319","Eye13","NS",2100,53.2407871329787,"NS"
"1320","Eye13","NS",2200,60.4000571090851,"NS"
"1321","Eye13","NS",2300,65.1478005905356,"NS"
"1322","Eye13","NS",2400,69.5441811060814,"NS"
"1323","Eye13","NS",2500,74.5197916927736,"NS"
"1324","Eye13","V6",-100,0.195826086956512,"V6"
"1325","Eye13","V6",0,3.16496874111963,"V6"
"1326","Eye13","V6",100,6.56962371032195,"V6"
"1327","Eye13","V6",200,12.3625341151746,"V6"
"1328","Eye13","V6",300,13.4593396705927,"V6"
"1329","Eye13","V6",400,15.100158947766,"V6"
"1330","Eye13","V6",500,24.225235644659,"V6"
"1331","Eye13","V6",600,39.7486529661546,"V6"
"1332","Eye13","V6",700,55.6398594250022,"V6"
"1333","Eye13","V6",800,64.5333367510212,"V6"
"1334","Eye13","V6",900,65.9488807963031,"V6"
"1335","Eye13","V6",1000,65.2061033081307,"V6"
"1336","Eye13","V6",1100,61.4044340448084,"V6"
"1337","Eye13","V6",1200,53.1678746064945,"V6"
"1338","Eye13","V6",1300,47.454633951149,"V6"
"1339","Eye13","V6",1400,46.0396350645386,"V6"
"1340","Eye13","V6",1500,47.6937611991996,"V6"
"1341","Eye13","V6",1600,50.7620629815097,"V6"
"1342","Eye13","V6",1700,56.6505745677718,"V6"
"1343","Eye13","V6",1800,61.3696415885195,"V6"
"1344","Eye13","V6",1900,67.4243682013868,"V6"
"1345","Eye13","V6",2000,71.9924493227242,"V6"
"1346","Eye13","V6",2100,77.1884555029741,"V6"
"1347","Eye13","V6",2200,80.9409424236683,"V6"
"1348","Eye13","V6",2300,85.7607438627625,"V6"
"1349","Eye13","V6",2400,89.2275255754476,"V6"
"1350","Eye13","V6",2500,92.3522608695652,"V6"
"1351","EYE15","NS",-100,-0.125379239461782,"NS"
"1352","EYE15","NS",0,-2.00837940031523,"NS"
"1353","EYE15","NS",100,-8.74790524729859,"NS"
"1354","EYE15","NS",200,-16.7020534379712,"NS"
"1355","EYE15","NS",300,-24.5140179122972,"NS"
"1356","EYE15","NS",400,-32.9299575367029,"NS"
"1357","EYE15","NS",500,-31.6449018833167,"NS"
"1358","EYE15","NS",600,-24.8336569509149,"NS"
"1359","EYE15","NS",700,-21.8850654469023,"NS"
"1360","EYE15","NS",800,-14.5907302361829,"NS"
"1361","EYE15","NS",900,-5.36094880590941,"NS"
"1362","EYE15","NS",1000,6.60085645088739,"NS"
"1363","EYE15","NS",1100,20.3542742735337,"NS"
"1364","EYE15","NS",1200,28.9191728773516,"NS"
"1365","EYE15","NS",1300,25.3553983686985,"NS"
"1366","EYE15","NS",1400,15.7638612615813,"NS"
"1367","EYE15","NS",1500,10.7105396095766,"NS"
"1368","EYE15","NS",1600,7.23576629910425,"NS"
"1369","EYE15","NS",1700,1.50488688526551,"NS"
"1370","EYE15","NS",1800,1.16667374159518,"NS"
"1371","EYE15","NS",1900,1.18654776488871,"NS"
"1372","EYE15","NS",2000,3.23505196656938,"NS"
"1373","EYE15","NS",2100,9.50246613223565,"NS"
"1374","EYE15","NS",2200,19.8698754959811,"NS"
"1375","EYE15","NS",2300,31.8011600097867,"NS"
"1376","EYE15","NS",2400,46.9027382410792,"NS"
"1377","EYE15","NS",2500,57.7734049077458,"NS"
"1378","EYE15","V6",-100,0.805510629572075,"V6"
"1379","EYE15","V6",0,0.554537785695934,"V6"
"1380","EYE15","V6",100,-2.01713643234537,"V6"
"1381","EYE15","V6",200,-1.21675532044946,"V6"
"1382","EYE15","V6",300,-0.699635742720206,"V6"
"1383","EYE15","V6",400,-2.03421786859099,"V6"
"1384","EYE15","V6",500,1.43543097468179,"V6"
"1385","EYE15","V6",600,11.1770169531127,"V6"
"1386","EYE15","V6",700,26.0065647143376,"V6"
"1387","EYE15","V6",800,38.5668764339047,"V6"
"1388","EYE15","V6",900,46.2925309507286,"V6"
"1389","EYE15","V6",1000,53.8527034615776,"V6"
"1390","EYE15","V6",1100,63.9411488625977,"V6"
"1391","EYE15","V6",1200,68.9878015614185,"V6"
"1392","EYE15","V6",1300,76.0312045838169,"V6"
"1393","EYE15","V6",1400,84.3205745800704,"V6"
"1394","EYE15","V6",1500,84.8857165589183,"V6"
"1395","EYE15","V6",1600,77.0578850991473,"V6"
"1396","EYE15","V6",1700,69.0531986238208,"V6"
"1397","EYE15","V6",1800,58.4358530115335,"V6"
"1398","EYE15","V6",1900,49.9008869539872,"V6"
"1399","EYE15","V6",2000,39.0482316061338,"V6"
"1400","EYE15","V6",2100,32.1896624641913,"V6"
"1401","EYE15","V6",2200,29.5922091971702,"V6"
"1402","EYE15","V6",2300,34.8540210647744,"V6"
"1403","EYE15","V6",2400,46.2683996733606,"V6"
"1404","EYE15","V6",2500,55.1331755837248,"V6"
"1405","Eye18","NS",-100,-1.43579304027534,"NS"
"1406","Eye18","NS",0,-5.97697298814917,"NS"
"1407","Eye18","NS",100,-7.86126508304818,"NS"
"1408","Eye18","NS",200,-4.43215606538123,"NS"
"1409","Eye18","NS",300,0.324125029377718,"NS"
"1410","Eye18","NS",400,1.64886394550657,"NS"
"1411","Eye18","NS",500,0.71749055052285,"NS"
"1412","Eye18","NS",600,2.32507002533634,"NS"
"1413","Eye18","NS",700,6.70840425252425,"NS"
"1414","Eye18","NS",800,12.7442605139608,"NS"
"1415","Eye18","NS",900,21.8208739479238,"NS"
"1416","Eye18","NS",1000,29.3856593261801,"NS"
"1417","Eye18","NS",1100,31.7588110213388,"NS"
"1418","Eye18","NS",1200,35.3176315631568,"NS"
"1419","Eye18","NS",1300,39.2783468400037,"NS"
"1420","Eye18","NS",1400,42.3254194287936,"NS"
"1421","Eye18","NS",1500,43.1569567824536,"NS"
"1422","Eye18","NS",1600,43.0608495219759,"NS"
"1423","Eye18","NS",1700,44.5266771969789,"NS"
"1424","Eye18","NS",1800,46.3223468942,"NS"
"1425","Eye18","NS",1900,47.9928091628276,"NS"
"1426","Eye18","NS",2000,49.1711242526808,"NS"
"1427","Eye18","NS",2100,49.7745228474592,"NS"
"1428","Eye18","NS",2200,51.6156080399098,"NS"
"1429","Eye18","NS",2300,51.2000372279368,"NS"
"1430","Eye18","NS",2400,51.3127063251785,"NS"
"1431","Eye18","NS",2500,51.1576157566776,"NS"
"1432","Eye18","V6",-100,-0.698355724148376,"V6"
"1433","Eye18","V6",0,-5.2705976343824,"V6"
"1434","Eye18","V6",100,-10.2559222990875,"V6"
"1435","Eye18","V6",200,-14.2026492576772,"V6"
"1436","Eye18","V6",300,-13.0923069812206,"V6"
"1437","Eye18","V6",400,-12.8248900745713,"V6"
"1438","Eye18","V6",500,-8.53316265863085,"V6"
"1439","Eye18","V6",600,-0.380849240895214,"V6"
"1440","Eye18","V6",700,7.21273081745386,"V6"
"1441","Eye18","V6",800,16.6744746891445,"V6"
"1442","Eye18","V6",900,26.4940506961847,"V6"
"1443","Eye18","V6",1000,34.2967240212257,"V6"
"1444","Eye18","V6",1100,40.3635692773324,"V6"
"1445","Eye18","V6",1200,42.5061386382555,"V6"
"1446","Eye18","V6",1300,46.6389215806789,"V6"
"1447","Eye18","V6",1400,52.4928348908347,"V6"
"1448","Eye18","V6",1500,54.2328389410915,"V6"
"1449","Eye18","V6",1600,54.1229531247629,"V6"
"1450","Eye18","V6",1700,55.4819787829447,"V6"
"1451","Eye18","V6",1800,56.1669332412173,"V6"
"1452","Eye18","V6",1900,55.7733499702802,"V6"
"1453","Eye18","V6",2000,55.9012178340856,"V6"
"1454","Eye18","V6",2100,57.3479762019316,"V6"
"1455","Eye18","V6",2200,55.4057842525596,"V6"
"1456","Eye18","V6",2300,56.6109887190559,"V6"
"1457","Eye18","V6",2400,58.6198632159842,"V6"
"1458","Eye18","V6",2500,60.2073882126815,"V6"
"1459","Eye19","NS",-100,-0.978074318811863,"NS"
"1460","Eye19","NS",0,7.76653854114064,"NS"
"1461","Eye19","NS",100,5.67971424143293,"NS"
"1462","Eye19","NS",200,1.33417416099425,"NS"
"1463","Eye19","NS",300,-4.36435211121982,"NS"
"1464","Eye19","NS",400,-10.5153199826865,"NS"
"1465","Eye19","NS",500,-7.10024268729281,"NS"
"1466","Eye19","NS",600,7.00480682503902,"NS"
"1467","Eye19","NS",700,18.253453300282,"NS"
"1468","Eye19","NS",800,11.4101310003991,"NS"
"1469","Eye19","NS",900,-3.59188797188557,"NS"
"1470","Eye19","NS",1000,-24.7279477001015,"NS"
"1471","Eye19","NS",1100,-40.7306526362455,"NS"
"1472","Eye19","NS",1200,-49.4125390767184,"NS"
"1473","Eye19","NS",1300,-40.3222627720095,"NS"
"1474","Eye19","NS",1400,-16.2477643054789,"NS"
"1475","Eye19","NS",1500,10.6391392592332,"NS"
"1476","Eye19","NS",1600,25.21778907706,"NS"
"1477","Eye19","NS",1700,19.1788280020359,"NS"
"1478","Eye19","NS",1800,3.2364864618211,"NS"
"1479","Eye19","NS",1900,-10.8702773125835,"NS"
"1480","Eye19","NS",2000,-19.0492353419861,"NS"
"1481","Eye19","NS",2100,-19.2724666843704,"NS"
"1482","Eye19","NS",2200,-10.0082295404811,"NS"
"1483","Eye19","NS",2300,3.12989675621925,"NS"
"1484","Eye19","NS",2400,21.3851656976652,"NS"
"1485","Eye19","NS",2500,36.4250439120967,"NS"
"1486","Eye19","V6",-100,-0.494946383191355,"V6"
"1487","Eye19","V6",0,-2.50422975788491,"V6"
"1488","Eye19","V6",100,-1.44240941708772,"V6"
"1489","Eye19","V6",200,-4.04036860568818,"V6"
"1490","Eye19","V6",300,-10.4951885826884,"V6"
"1491","Eye19","V6",400,-18.1400920385929,"V6"
"1492","Eye19","V6",500,-13.0728103637433,"V6"
"1493","Eye19","V6",600,5.9030370702258,"V6"
"1494","Eye19","V6",700,20.766336990128,"V6"
"1495","Eye19","V6",800,23.9080118955211,"V6"
"1496","Eye19","V6",900,21.0087423078946,"V6"
"1497","Eye19","V6",1000,16.3394402843134,"V6"
"1498","Eye19","V6",1100,12.6688320279949,"V6"
"1499","Eye19","V6",1200,12.7874409649435,"V6"
"1500","Eye19","V6",1300,24.0668859294843,"V6"
"1501","Eye19","V6",1400,45.2423365440683,"V6"
"1502","Eye19","V6",1500,64.5294431350659,"V6"
"1503","Eye19","V6",1600,71.8988993248904,"V6"
"1504","Eye19","V6",1700,66.3029641078598,"V6"
"1505","Eye19","V6",1800,50.9752372345598,"V6"
"1506","Eye19","V6",1900,32.0794910202365,"V6"
"1507","Eye19","V6",2000,15.8821064137397,"V6"
"1508","Eye19","V6",2100,6.27889014430149,"V6"
"1509","Eye19","V6",2200,2.67339158514832,"V6"
"1510","Eye19","V6",2300,2.94787019390517,"V6"
"1511","Eye19","V6",2400,12.8005893767756,"V6"
"1512","Eye19","V6",2500,19.6525307428713,"V6"
"1513","Eye24","NS",-100,-0.656074503732824,"NS"
"1514","Eye24","NS",0,-3.7698541134954,"NS"
"1515","Eye24","NS",100,-7.69832533807856,"NS"
"1516","Eye24","NS",200,-7.38581352935887,"NS"
"1517","Eye24","NS",300,-0.698546746725536,"NS"
"1518","Eye24","NS",400,3.82437002981772,"NS"
"1519","Eye24","NS",500,17.7470259462324,"NS"
"1520","Eye24","NS",600,33.3272005212784,"NS"
"1521","Eye24","NS",700,42.1372814910978,"NS"
"1522","Eye24","NS",800,42.4478867104637,"NS"
"1523","Eye24","NS",900,43.6380405590115,"NS"
"1524","Eye24","NS",1000,38.6734471014371,"NS"
"1525","Eye24","NS",1100,32.9617346634404,"NS"
"1526","Eye24","NS",1200,22.3572702329617,"NS"
"1527","Eye24","NS",1300,8.76689392131907,"NS"
"1528","Eye24","NS",1400,-12.7678941343034,"NS"
"1529","Eye24","NS",1500,-30.2491900006447,"NS"
"1530","Eye24","NS",1600,-45.5075527164832,"NS"
"1531","Eye24","NS",1700,-57.4165566919611,"NS"
"1532","Eye24","NS",1800,-62.2132870825032,"NS"
"1533","Eye24","NS",1900,-57.1351888931351,"NS"
"1534","Eye24","NS",2000,-46.4912273155006,"NS"
"1535","Eye24","NS",2100,-39.637250365888,"NS"
"1536","Eye24","NS",2200,-29.5853218428021,"NS"
"1537","Eye24","NS",2300,-20.416788177938,"NS"
"1538","Eye24","NS",2400,-8.04716610490064,"NS"
"1539","Eye24","NS",2500,-0.914004146339292,"NS"
"1540","Eye24","V6",-100,2.95855005106769,"V6"
"1541","Eye24","V6",0,10.8109648624732,"V6"
"1542","Eye24","V6",100,12.1118284645263,"V6"
"1543","Eye24","V6",200,12.3679370153619,"V6"
"1544","Eye24","V6",300,18.333366687361,"V6"
"1545","Eye24","V6",400,25.186717775275,"V6"
"1546","Eye24","V6",500,26.6308556843837,"V6"
"1547","Eye24","V6",600,24.974415210665,"V6"
"1548","Eye24","V6",700,18.7277142550686,"V6"
"1549","Eye24","V6",800,10.5570851143437,"V6"
"1550","Eye24","V6",900,6.19688578494388,"V6"
"1551","Eye24","V6",1000,6.81639073232173,"V6"
"1552","Eye24","V6",1100,14.9758943446765,"V6"
"1553","Eye24","V6",1200,23.4004660727453,"V6"
"1554","Eye24","V6",1300,28.8075689127572,"V6"
"1555","Eye24","V6",1400,26.5443750951248,"V6"
"1556","Eye24","V6",1500,15.1864836230783,"V6"
"1557","Eye24","V6",1600,-3.96328784338913,"V6"
"1558","Eye24","V6",1700,-20.8391613036961,"V6"
"1559","Eye24","V6",1800,-29.8379588356835,"V6"
"1560","Eye24","V6",1900,-37.6258546929096,"V6"
"1561","Eye24","V6",2000,-39.1846039383047,"V6"
"1562","Eye24","V6",2100,-40.0662056364096,"V6"
"1563","Eye24","V6",2200,-37.7210507669561,"V6"
"1564","Eye24","V6",2300,-30.5715339224763,"V6"
"1565","Eye24","V6",2400,-24.8519700349365,"V6"
"1566","Eye24","V6",2500,-20.8743662103058,"V6"
"1567","eye30","NS",-100,1.2136370289489,"NS"
"1568","eye30","NS",0,10.1717780550816,"NS"
"1569","eye30","NS",100,23.6036797370911,"NS"
"1570","eye30","NS",200,40.7297036485026,"NS"
"1571","eye30","NS",300,61.1776136188079,"NS"
"1572","eye30","NS",400,72.0059721265658,"NS"
"1573","eye30","NS",500,71.515410756167,"NS"
"1574","eye30","NS",600,65.2962257564146,"NS"
"1575","eye30","NS",700,54.0147707135546,"NS"
"1576","eye30","NS",800,43.7594699714453,"NS"
"1577","eye30","NS",900,38.381046414852,"NS"
"1578","eye30","NS",1000,39.5127271581207,"NS"
"1579","eye30","NS",1100,45.862695666287,"NS"
"1580","eye30","NS",1200,60.5310239311535,"NS"
"1581","eye30","NS",1300,73.2375335131049,"NS"
"1582","eye30","NS",1400,81.5380510459237,"NS"
"1583","eye30","NS",1500,83.7309406958701,"NS"
"1584","eye30","NS",1600,81.6906241995729,"NS"
"1585","eye30","NS",1700,74.1138961666911,"NS"
"1586","eye30","NS",1800,69.2652917805468,"NS"
"1587","eye30","NS",1900,67.4622800914676,"NS"
"1588","eye30","NS",2000,72.1575845925795,"NS"
"1589","eye30","NS",2100,81.307113129405,"NS"
"1590","eye30","NS",2200,91.3358926455067,"NS"
"1591","eye30","NS",2300,101.026156489075,"NS"
"1592","eye30","NS",2400,109.710507688239,"NS"
"1593","eye30","NS",2500,115.109014752315,"NS"
"1594","eye30","V6",-100,0.194489494646119,"V6"
"1595","eye30","V6",0,4.71259504537964,"V6"
"1596","eye30","V6",100,14.6553551077201,"V6"
"1597","eye30","V6",200,27.2348665211472,"V6"
"1598","eye30","V6",300,41.5412825655151,"V6"
"1599","eye30","V6",400,47.6074486768654,"V6"
"1600","eye30","V6",500,50.5488083449963,"V6"
"1601","eye30","V6",600,44.9132993973409,"V6"
"1602","eye30","V6",700,32.490302816411,"V6"
"1603","eye30","V6",800,19.8243757981729,"V6"
"1604","eye30","V6",900,12.934987718389,"V6"
"1605","eye30","V6",1000,13.6553000797869,"V6"
"1606","eye30","V6",1100,20.8872238793335,"V6"
"1607","eye30","V6",1200,31.8428930675981,"V6"
"1608","eye30","V6",1300,47.5011327820713,"V6"
"1609","eye30","V6",1400,61.1607558818011,"V6"
"1610","eye30","V6",1500,69.4375619658626,"V6"
"1611","eye30","V6",1600,77.8857548309248,"V6"
"1612","eye30","V6",1700,77.02278488459,"V6"
"1613","eye30","V6",1800,68.6963776111372,"V6"
"1614","eye30","V6",1900,61.543803945198,"V6"
"1615","eye30","V6",2000,53.9959603866389,"V6"
"1616","eye30","V6",2100,52.2219505692461,"V6"
"1617","eye30","V6",2200,55.0754273357471,"V6"
"1618","eye30","V6",2300,56.6800768147656,"V6"
"1619","eye30","V6",2400,62.8349729614283,"V6"
"1620","eye30","V6",2500,70.5557336973813,"V6"
"1621","EYE32","NS",-100,5.01885701719736,"NS"
"1622","EYE32","NS",0,14.6784496039449,"NS"
"1623","EYE32","NS",100,23.9309480530647,"NS"
"1624","EYE32","NS",200,29.6495604036197,"NS"
"1625","EYE32","NS",300,34.9058589471596,"NS"
"1626","EYE32","NS",400,44.0082609601411,"NS"
"1627","EYE32","NS",500,62.1043164707041,"NS"
"1628","EYE32","NS",600,74.1259347571253,"NS"
"1629","EYE32","NS",700,72.915085717743,"NS"
"1630","EYE32","NS",800,63.3846958107407,"NS"
"1631","EYE32","NS",900,45.4602757505997,"NS"
"1632","EYE32","NS",1000,25.1388039414678,"NS"
"1633","EYE32","NS",1100,12.4821914598907,"NS"
"1634","EYE32","NS",1200,2.59621514813511,"NS"
"1635","EYE32","NS",1300,-4.24270810262796,"NS"
"1636","EYE32","NS",1400,-4.56389084377908,"NS"
"1637","EYE32","NS",1500,-3.86464455604904,"NS"
"1638","EYE32","NS",1600,-1.26200548910615,"NS"
"1639","EYE32","NS",1700,5.10640801239505,"NS"
"1640","EYE32","NS",1800,13.8614232830768,"NS"
"1641","EYE32","NS",1900,19.6283372404745,"NS"
"1642","EYE32","NS",2000,31.7433450677597,"NS"
"1643","EYE32","NS",2100,45.2750990124328,"NS"
"1644","EYE32","NS",2200,60.9309489190957,"NS"
"1645","EYE32","NS",2300,82.9394291916716,"NS"
"1646","EYE32","NS",2400,105.423540303776,"NS"
"1647","EYE32","NS",2500,121.13651844948,"NS"
"1648","EYE32","V6",-100,2.08611540738648,"V6"
"1649","EYE32","V6",0,9.58163036074884,"V6"
"1650","EYE32","V6",100,15.1602890414741,"V6"
"1651","EYE32","V6",200,16.3666737824122,"V6"
"1652","EYE32","V6",300,11.7172990905315,"V6"
"1653","EYE32","V6",400,6.94297145050122,"V6"
"1654","EYE32","V6",500,12.4432471686326,"V6"
"1655","EYE32","V6",600,25.148638444286,"V6"
"1656","EYE32","V6",700,32.3793865383273,"V6"
"1657","EYE32","V6",800,29.0249059699681,"V6"
"1658","EYE32","V6",900,16.7615258392659,"V6"
"1659","EYE32","V6",1000,6.65344172770833,"V6"
"1660","EYE32","V6",1100,2.69147046870247,"V6"
"1661","EYE32","V6",1200,5.86237403403112,"V6"
"1662","EYE32","V6",1300,13.3658343081038,"V6"
"1663","EYE32","V6",1400,19.3325018393141,"V6"
"1664","EYE32","V6",1500,27.0908933924894,"V6"
"1665","EYE32","V6",1600,21.1813151271003,"V6"
"1666","EYE32","V6",1700,5.35465460604638,"V6"
"1667","EYE32","V6",1800,-11.0340504522239,"V6"
"1668","EYE32","V6",1900,-28.7748655000811,"V6"
"1669","EYE32","V6",2000,-44.0369851779849,"V6"
"1670","EYE32","V6",2100,-56.2930806013751,"V6"
"1671","EYE32","V6",2200,-63.036653991418,"V6"
"1672","EYE32","V6",2300,-61.1906421505469,"V6"
"1673","EYE32","V6",2400,-51.897924213699,"V6"
"1674","EYE32","V6",2500,-39.2492533468773,"V6"
